,Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
292,292,2022,MI,FT,Data Scientist,130000.0,USD,130000,United States of America,0,United States of America,M
293,293,2022,MI,FT,Data Scientist,90000.0,USD,90000,United States of America,0,United States of America,M
294,294,2022,MI,FT,Data Engineer,170000.0,USD,170000,United States of America,100,United States of America,M
295,295,2022,MI,FT,Data Engineer,150000.0,USD,150000,United States of America,100,United States of America,M
296,296,2022,SE,FT,Data Analyst,102100.0,USD,102100,United States of America,100,United States of America,M
297,297,2022,SE,FT,Data Analyst,84900.0,USD,84900,United States of America,100,United States of America,M
298,298,2022,SE,FT,Data Scientist,136620.0,USD,136620,United States of America,100,United States of America,M
299,299,2022,SE,FT,Data Scientist,99360.0,USD,99360,United States of America,100,United States of America,M
300,300,2022,SE,FT,Data Scientist,99900.00000000001,USD,117789,United Kingdom of Great Britain and Northern Ireland,0,United Kingdom of Great Britain and Northern Ireland,M
301,301,2022,SE,FT,Data Scientist,88800.00000000001,USD,104702,United Kingdom of Great Britain and Northern Ireland,0,United Kingdom of Great Britain and Northern Ireland,M
302,302,2022,SE,FT,Data Scientist,146000.0,USD,146000,United States of America,100,United States of America,M
303,303,2022,SE,FT,Data Scientist,123000.0,USD,123000,United States of America,100,United States of America,M
304,304,2022,EN,FT,Data Engineer,44400.00000000001,USD,52351,United Kingdom of Great Britain and Northern Ireland,100,United Kingdom of Great Britain and Northern Ireland,M
305,305,2022,SE,FT,Data Analyst,99000.0,USD,99000,United States of America,0,United States of America,M
306,306,2022,SE,FT,Data Analyst,116000.0,USD,116000,United States of America,0,United States of America,M
307,307,2022,MI,FT,Data Analyst,106260.0,USD,106260,United States of America,0,United States of America,M
308,308,2022,MI,FT,Data Analyst,126500.0,USD,126500,United States of America,0,United States of America,M
309,309,2022,EX,FT,Data Engineer,242000.0,USD,242000,United States of America,100,United States of America,M
310,310,2022,EX,FT,Data Engineer,200000.0,USD,200000,United States of America,100,United States of America,M
311,311,2022,MI,FT,Data Scientist,55500.00000000001,USD,65438,United Kingdom of Great Britain and Northern Ireland,0,United Kingdom of Great Britain and Northern Ireland,M
312,312,2022,MI,FT,Data Scientist,33300.0,USD,39263,United Kingdom of Great Britain and Northern Ireland,0,United Kingdom of Great Britain and Northern Ireland,M
313,313,2022,MI,FT,Data Engineer,66600.0,USD,78526,United Kingdom of Great Britain and Northern Ireland,0,United Kingdom of Great Britain and Northern Ireland,M
314,314,2022,MI,FT,Data Engineer,44400.00000000001,USD,52351,United Kingdom of Great Britain and Northern Ireland,0,United Kingdom of Great Britain and Northern Ireland,M
315,315,2022,SE,FT,Data Scientist,165220.0,USD,165220,United States of America,100,United States of America,M
316,316,2022,EN,FT,Data Engineer,38850.0,USD,45807,United Kingdom of Great Britain and Northern Ireland,100,United Kingdom of Great Britain and Northern Ireland,M
317,317,2022,SE,FT,Data Scientist,120160.0,USD,120160,United States of America,100,United States of America,M
318,318,2022,SE,FT,Data Analyst,90320.0,USD,90320,United States of America,100,United States of America,M
319,319,2022,SE,FT,Data Engineer,181940.0,USD,181940,United States of America,0,United States of America,M
320,320,2022,SE,FT,Data Engineer,132320.0,USD,132320,United States of America,0,United States of America,M
321,321,2022,SE,FT,Data Engineer,220110.0,USD,220110,United States of America,0,United States of America,M
322,322,2022,SE,FT,Data Engineer,160080.0,USD,160080,United States of America,0,United States of America,M
323,323,2022,SE,FT,Data Scientist,180000.0,USD,180000,United States of America,0,United States of America,L
324,324,2022,SE,FT,Data Scientist,120000.0,USD,120000,United States of America,0,United States of America,L
325,325,2022,SE,FT,Data Analyst,124190.0,USD,124190,United States of America,100,United States of America,M
326,326,2022,EX,FT,Data Analyst,130000.0,USD,130000,United States of America,100,United States of America,M
327,327,2022,EX,FT,Data Analyst,110000.0,USD,110000,United States of America,100,United States of America,M
328,328,2022,SE,FT,Data Analyst,170000.0,USD,170000,United States of America,100,United States of America,M
329,329,2022,MI,FT,Data Analyst,115500.0,USD,115500,United States of America,100,United States of America,M
330,330,2022,SE,FT,Data Analyst,112900.0,USD,112900,United States of America,100,United States of America,M
331,331,2022,SE,FT,Data Analyst,90320.0,USD,90320,United States of America,100,United States of America,M
332,332,2022,SE,FT,Data Analyst,112900.0,USD,112900,United States of America,100,United States of America,M
333,333,2022,SE,FT,Data Analyst,90320.0,USD,90320,United States of America,100,United States of America,M
334,334,2022,SE,FT,Data Engineer,165400.0,USD,165400,United States of America,100,United States of America,M
335,335,2022,SE,FT,Data Engineer,132320.0,USD,132320,United States of America,100,United States of America,M
336,336,2022,MI,FT,Data Analyst,167000.0,USD,167000,United States of America,100,United States of America,M
337,337,2022,SE,FT,Data Engineer,243900.0,USD,243900,United States of America,100,United States of America,M
338,338,2022,SE,FT,Data Analyst,136600.0,USD,136600,United States of America,100,United States of America,M
339,339,2022,SE,FT,Data Analyst,109280.0,USD,109280,United States of America,100,United States of America,M
340,340,2022,SE,FT,Data Engineer,128875.0,USD,128875,United States of America,100,United States of America,M
341,341,2022,SE,FT,Data Engineer,93700.0,USD,93700,United States of America,100,United States of America,M
342,342,2022,EX,FT,Head of Data Science,224000.0,USD,224000,United States of America,100,United States of America,M
343,343,2022,EX,FT,Head of Data Science,167875.0,USD,167875,United States of America,100,United States of America,M
344,344,2022,EX,FT,Analytics Engineer,175000.0,USD,175000,United States of America,100,United States of America,M
345,345,2022,SE,FT,Data Engineer,156600.0,USD,156600,United States of America,100,United States of America,M
346,346,2022,SE,FT,Data Engineer,108800.0,USD,108800,United States of America,0,United States of America,M
347,347,2022,SE,FT,Data Scientist,95550.0,USD,95550,United States of America,0,United States of America,M
348,348,2022,SE,FT,Data Engineer,113000.0,USD,113000,United States of America,0,United States of America,L
349,349,2022,SE,FT,Data Analyst,135000.0,USD,135000,United States of America,100,United States of America,M
350,350,2022,SE,FT,Data Science Manager,161342.0,USD,161342,United States of America,100,United States of America,M
351,351,2022,SE,FT,Data Science Manager,137141.0,USD,137141,United States of America,100,United States of America,M
352,352,2022,SE,FT,Data Scientist,167000.0,USD,167000,United States of America,100,United States of America,M
353,353,2022,SE,FT,Data Scientist,123000.0,USD,123000,United States of America,100,United States of America,M
354,354,2022,SE,FT,Data Engineer,66600.0,USD,78526,United Kingdom of Great Britain and Northern Ireland,0,United Kingdom of Great Britain and Northern Ireland,M
355,355,2022,SE,FT,Data Engineer,55500.00000000001,USD,65438,United Kingdom of Great Britain and Northern Ireland,0,United Kingdom of Great Britain and Northern Ireland,M
356,356,2022,SE,FT,Data Scientist,150000.0,USD,150000,United States of America,0,United States of America,M
357,357,2022,SE,FT,Data Scientist,211500.0,USD,211500,United States of America,100,United States of America,M
358,358,2022,SE,FT,Data Architect,192400.0,USD,192400,Canada,100,Canada,M
359,359,2022,SE,FT,Data Architect,90700.0,USD,90700,Canada,100,Canada,M
360,360,2022,SE,FT,Data Analyst,130000.0,USD,130000,Canada,100,Canada,M
361,361,2022,SE,FT,Data Analyst,61300.0,USD,61300,Canada,100,Canada,M
362,362,2022,SE,FT,Data Analyst,130000.0,USD,130000,Canada,100,Canada,M
363,363,2022,SE,FT,Data Analyst,61300.0,USD,61300,Canada,100,Canada,M
364,364,2022,SE,FT,Data Engineer,160000.0,USD,160000,United States of America,0,United States of America,L
365,365,2022,SE,FT,Data Scientist,138600.0,USD,138600,United States of America,100,United States of America,M
366,366,2022,SE,FT,Data Engineer,136000.0,USD,136000,United States of America,0,United States of America,M
367,367,2022,MI,FT,Data Analyst,58000.0,USD,58000,United States of America,0,United States of America,S
368,368,2022,EX,FT,Analytics Engineer,135000.0,USD,135000,United States of America,100,United States of America,M
369,369,2022,SE,FT,Data Scientist,170000.0,USD,170000,United States of America,100,United States of America,M
370,370,2022,SE,FT,Data Scientist,123000.0,USD,123000,United States of America,100,United States of America,M
371,371,2022,SE,FT,Machine Learning Engineer,189650.0,USD,189650,United States of America,0,United States of America,M
372,372,2022,SE,FT,Machine Learning Engineer,164996.0,USD,164996,United States of America,0,United States of America,M
373,373,2022,MI,FT,ETL Developer,48500.0,USD,54957,Greece,0,Greece,M
374,374,2022,MI,FT,ETL Developer,48500.0,USD,54957,Greece,0,Greece,M
375,375,2022,EX,FT,Lead Data Engineer,109500.0,USD,118187,Canada,100,Canada,S
376,376,2022,SE,FT,Data Analyst,132000.0,USD,132000,United States of America,0,United States of America,M
377,377,2022,SE,FT,Data Engineer,165400.0,USD,165400,United States of America,100,United States of America,M
378,378,2022,SE,FT,Data Architect,208775.0,USD,208775,United States of America,100,United States of America,M
379,379,2022,SE,FT,Data Architect,147800.0,USD,147800,United States of America,100,United States of America,M
380,380,2022,SE,FT,Data Engineer,136994.0,USD,136994,United States of America,100,United States of America,M
381,381,2022,SE,FT,Data Engineer,101570.0,USD,101570,United States of America,100,United States of America,M
382,382,2022,SE,FT,Data Analyst,128875.0,USD,128875,United States of America,100,United States of America,M
383,383,2022,SE,FT,Data Analyst,93700.0,USD,93700,United States of America,100,United States of America,M
384,384,2022,EX,FT,Head of Machine Learning,72000.0,USD,79039,India,50,India,L
385,385,2022,SE,FT,Data Engineer,132320.0,USD,132320,United States of America,100,United States of America,M
386,386,2022,EN,FT,Machine Learning Engineer,31635.000000000004,USD,37300,United Kingdom of Great Britain and Northern Ireland,100,United Kingdom of Great Britain and Northern Ireland,L
387,387,2022,SE,FT,Data Analyst,164000.0,USD,164000,United States of America,0,United States of America,M
388,388,2022,SE,FT,Data Engineer,155000.0,USD,155000,United States of America,100,United States of America,M
389,389,2022,MI,FT,Machine Learning Engineer,105450.00000000001,USD,124333,United Kingdom of Great Britain and Northern Ireland,0,United Kingdom of Great Britain and Northern Ireland,M
390,390,2022,MI,FT,Machine Learning Engineer,83250.00000000001,USD,98158,United Kingdom of Great Britain and Northern Ireland,0,United Kingdom of Great Britain and Northern Ireland,M
391,391,2022,MI,FT,AI Scientist,120000.0,USD,120000,United States of America,0,United States of America,M
392,392,2022,SE,FT,Data Analyst,112900.0,USD,112900,United States of America,100,United States of America,M
393,393,2022,SE,FT,Data Analyst,90320.0,USD,90320,United States of America,100,United States of America,M
394,394,2022,SE,FT,Data Analytics Manager,145000.0,USD,145000,United States of America,100,United States of America,M
395,395,2022,SE,FT,Data Analytics Manager,105400.0,USD,105400,United States of America,100,United States of America,M
396,396,2022,MI,FT,Machine Learning Engineer,77600.0,USD,87932,France,100,Germany,M
397,397,2022,MI,FT,Data Engineer,99900.00000000001,USD,117789,United Kingdom of Great Britain and Northern Ireland,0,United Kingdom of Great Britain and Northern Ireland,M
398,398,2022,SE,FT,Data Scientist,215300.0,USD,215300,United States of America,100,United States of America,L
399,399,2022,SE,FT,Data Scientist,158200.0,USD,158200,United States of America,100,United States of America,L
400,400,2022,SE,FT,Data Engineer,209100.0,USD,209100,United States of America,100,United States of America,L
401,401,2022,SE,FT,Data Engineer,154600.0,USD,154600,United States of America,100,United States of America,L
402,402,2022,SE,FT,Data Analyst,115934.0,USD,115934,United States of America,0,United States of America,M
403,403,2022,SE,FT,Data Analyst,81666.0,USD,81666,United States of America,0,United States of America,M
404,404,2022,SE,FT,Data Engineer,175000.0,USD,175000,United States of America,100,United States of America,M
405,405,2022,MI,FT,Data Engineer,83250.00000000001,USD,98158,United Kingdom of Great Britain and Northern Ireland,0,United Kingdom of Great Britain and Northern Ireland,M
406,406,2022,MI,FT,Data Analyst,58000.0,USD,58000,United States of America,0,United States of America,S
407,407,2022,SE,FT,Data Engineer,183600.0,USD,183600,United States of America,100,United States of America,L
408,408,2022,MI,FT,Data Analyst,44400.00000000001,USD,52351,United Kingdom of Great Britain and Northern Ireland,100,United Kingdom of Great Britain and Northern Ireland,M
409,409,2022,SE,FT,Data Scientist,180000.0,USD,180000,United States of America,100,United States of America,M
410,410,2022,MI,FT,Data Scientist,61050.00000000001,USD,71982,United Kingdom of Great Britain and Northern Ireland,0,United Kingdom of Great Britain and Northern Ireland,M
411,411,2022,MI,FT,Data Scientist,38850.0,USD,45807,United Kingdom of Great Britain and Northern Ireland,0,United Kingdom of Great Britain and Northern Ireland,M
412,412,2022,MI,FT,Data Engineer,58200.0,USD,65949,Greece,100,Greece,M
413,413,2022,MI,FT,Data Engineer,43650.0,USD,49461,Greece,100,Greece,M
414,414,2022,MI,FT,Data Engineer,66600.0,USD,78526,United Kingdom of Great Britain and Northern Ireland,100,United Kingdom of Great Britain and Northern Ireland,M
415,415,2022,MI,FT,Data Engineer,49950.00000000001,USD,58894,United Kingdom of Great Britain and Northern Ireland,100,United Kingdom of Great Britain and Northern Ireland,M
416,416,2022,SE,FT,Data Scientist,260000.0,USD,260000,United States of America,100,United States of America,M
417,417,2022,SE,FT,Data Science Engineer,60000.0,USD,60000,Argentina,100,Mexico,L
418,418,2022,MI,FT,Data Engineer,63900.0,USD,63900,United States of America,0,United States of America,M
419,419,2022,MI,FT,Machine Learning Scientist,160000.0,USD,160000,United States of America,100,United States of America,L
420,420,2022,MI,FT,Machine Learning Scientist,112300.0,USD,112300,United States of America,100,United States of America,L
421,421,2022,MI,FT,Data Science Manager,241000.0,USD,241000,United States of America,100,United States of America,M
422,422,2022,MI,FT,Data Science Manager,159000.0,USD,159000,United States of America,100,United States of America,M
423,423,2022,SE,FT,Data Scientist,180000.0,USD,180000,United States of America,0,United States of America,M
424,424,2022,SE,FT,Data Scientist,80000.0,USD,80000,United States of America,0,United States of America,M
425,425,2022,MI,FT,Data Engineer,82900.0,USD,82900,United States of America,0,United States of America,M
426,426,2022,SE,FT,Data Engineer,100800.0,USD,100800,United States of America,100,United States of America,L
427,427,2022,MI,FT,Data Engineer,43650.0,USD,49461,Spain,100,Spain,M
428,428,2022,SE,FT,Data Scientist,140400.0,USD,140400,United States of America,0,United States of America,L
429,429,2022,MI,FT,Data Analyst,33300.0,USD,39263,United Kingdom of Great Britain and Northern Ireland,100,United Kingdom of Great Britain and Northern Ireland,M
430,430,2022,MI,FT,Data Analyst,38800.0,USD,43966,Spain,100,Spain,M
431,431,2022,MI,FT,Data Analyst,29100.0,USD,32974,Spain,100,Spain,M
432,432,2022,MI,FT,Data Engineer,77600.0,USD,87932,Spain,100,Spain,M
433,433,2022,MI,FT,Data Engineer,67900.0,USD,76940,Spain,100,Spain,M
434,434,2022,MI,FT,Data Engineer,88800.00000000001,USD,104702,United Kingdom of Great Britain and Northern Ireland,100,United Kingdom of Great Britain and Northern Ireland,M
435,435,2022,MI,FT,Data Engineer,77700.0,USD,91614,United Kingdom of Great Britain and Northern Ireland,100,United Kingdom of Great Britain and Northern Ireland,M
436,436,2022,MI,FT,Data Engineer,58200.0,USD,65949,Spain,100,Spain,M
437,437,2022,MI,FT,Data Engineer,77600.0,USD,87932,Greece,100,Greece,M
438,438,2022,SE,FT,Machine Learning Engineer,189650.0,USD,189650,United States of America,0,United States of America,M
439,439,2022,SE,FT,Machine Learning Engineer,164996.0,USD,164996,United States of America,0,United States of America,M
440,440,2022,MI,FT,Data Analyst,38800.0,USD,43966,Greece,100,Greece,M
441,441,2022,MI,FT,Data Analyst,29100.0,USD,32974,Greece,100,Greece,M
442,442,2022,MI,FT,Data Engineer,83250.00000000001,USD,98158,United Kingdom of Great Britain and Northern Ireland,100,United Kingdom of Great Britain and Northern Ireland,M
443,443,2022,MI,FT,Data Engineer,66600.0,USD,78526,United Kingdom of Great Britain and Northern Ireland,100,United Kingdom of Great Britain and Northern Ireland,M
444,444,2022,SE,FT,Data Scientist,215300.0,USD,215300,United States of America,0,United States of America,L
445,445,2022,MI,FT,Data Engineer,67900.0,USD,76940,Greece,100,Greece,M
446,446,2022,SE,FT,Data Engineer,209100.0,USD,209100,United States of America,100,United States of America,L
447,447,2022,SE,FT,Data Engineer,154600.0,USD,154600,United States of America,100,United States of America,L
448,448,2022,SE,FT,Data Engineer,180000.0,USD,180000,United States of America,100,United States of America,M
449,449,2022,EN,FT,ML Engineer,19400.0,USD,21983,Portugal,100,Portugal,L
450,450,2022,SE,FT,Data Engineer,80000.0,USD,80000,United States of America,100,United States of America,M
451,451,2022,MI,FT,Machine Learning Developer,73000.0,USD,78791,Canada,100,Canada,M
452,452,2022,EX,FT,Director of Data Science,182500.0,USD,196979,Canada,50,Canada,L
453,453,2022,MI,FT,Machine Learning Engineer,120000.0,USD,120000,United States of America,100,United States of America,S
454,454,2022,EN,FT,Computer Vision Engineer,125000.0,USD,125000,United States of America,0,United States of America,M
455,455,2022,MI,FT,NLP Engineer,33600.0,USD,37236,United States of America,50,United States of America,L
456,456,2022,SE,FT,Data Engineer,105000.0,USD,105000,United States of America,100,United States of America,M
457,457,2022,SE,FT,Lead Machine Learning Engineer,77600.0,USD,87932,Germany,0,Germany,M
458,458,2022,MI,FT,Business Data Analyst,16800.0,USD,18442,India,100,India,M
459,459,2022,MI,FT,Data Scientist,28800.0,USD,31615,India,100,India,L
460,460,2022,MI,FT,Machine Learning Infrastructure Engineer,51410.0,USD,58255,Portugal,50,Portugal,L
461,461,2022,EN,FT,Financial Data Analyst,100000.0,USD,100000,United States of America,50,United States of America,L
462,462,2022,MI,PT,Data Engineer,48500.0,USD,54957,Germany,50,Germany,L
463,463,2022,EN,FT,Data Scientist,16800.0,USD,18442,India,100,India,M
464,464,2022,SE,FT,Principal Data Scientist,143560.0,USD,162674,Germany,100,Germany,M
465,465,2022,EN,FT,Data Engineer,120000.0,USD,120000,United States of America,100,United States of America,M
466,466,2022,SE,FT,Research Scientist,144000.0,USD,144000,United States of America,50,United States of America,L
467,467,2022,SE,FT,Data Scientist,104890.0,USD,104890,United States of America,100,United States of America,M
468,468,2022,SE,FT,Data Engineer,100000.0,USD,100000,United States of America,100,United States of America,M
469,469,2022,SE,FT,Data Scientist,140000.0,USD,140000,United States of America,100,United States of America,M
470,470,2022,MI,FT,Data Analyst,135000.0,USD,135000,United States of America,100,United States of America,M
471,471,2022,MI,FT,Data Analyst,50000.0,USD,50000,United States of America,100,United States of America,M
472,472,2022,SE,FT,Data Scientist,220000.0,USD,220000,United States of America,100,United States of America,M
473,473,2022,SE,FT,Data Scientist,140000.0,USD,140000,United States of America,100,United States of America,M
474,474,2022,MI,FT,Data Scientist,155400.0,USD,183228,United Kingdom of Great Britain and Northern Ireland,0,United Kingdom of Great Britain and Northern Ireland,M
475,475,2022,MI,FT,Data Scientist,77700.0,USD,91614,United Kingdom of Great Britain and Northern Ireland,0,United Kingdom of Great Britain and Northern Ireland,M
476,476,2022,SE,FT,Data Scientist,185100.0,USD,185100,United States of America,100,United States of America,M
477,477,2022,SE,FT,Machine Learning Engineer,220000.0,USD,220000,United States of America,100,United States of America,M
478,478,2022,MI,FT,Data Scientist,200000.0,USD,200000,United States of America,100,United States of America,M
479,479,2022,MI,FT,Data Scientist,120000.0,USD,120000,United States of America,100,United States of America,M
480,480,2022,SE,FT,Machine Learning Engineer,120000.0,USD,120000,United Arab Emirates,100,United Arab Emirates,S
481,481,2022,SE,FT,Machine Learning Engineer,65000.0,USD,65000,United Arab Emirates,100,United Arab Emirates,S
482,482,2022,EX,FT,Data Engineer,324000.0,USD,324000,United States of America,100,United States of America,M
483,483,2022,EX,FT,Data Engineer,216000.0,USD,216000,United States of America,100,United States of America,M
484,484,2022,SE,FT,Data Engineer,210000.0,USD,210000,United States of America,100,United States of America,M
485,485,2022,SE,FT,Machine Learning Engineer,120000.0,USD,120000,United States of America,100,United States of America,M
486,486,2022,SE,FT,Data Scientist,230000.0,USD,230000,United States of America,100,United States of America,M
487,487,2022,EN,PT,Data Scientist,100000.0,USD,100000,Algeria,50,Algeria,M
488,488,2022,MI,FL,Data Scientist,100000.0,USD,100000,Canada,100,United States of America,M
489,489,2022,EN,CT,Applied Machine Learning Scientist,28130.0,USD,31875,Tunisia,100,Czechia,M
490,490,2022,SE,FT,Head of Data,200000.0,USD,200000,Malaysia,100,United States of America,M
491,491,2022,MI,FT,Principal Data Analyst,75000.0,USD,75000,Canada,100,Canada,S
492,492,2022,MI,FT,Data Scientist,30000.0,USD,35590,Poland,100,Poland,L
493,493,2022,SE,FT,Machine Learning Developer,73000.0,USD,78791,Canada,100,Canada,M
494,494,2022,SE,FT,Data Scientist,100000.0,USD,100000,Brazil,100,United States of America,M
495,495,2022,MI,FT,Machine Learning Scientist,153000.0,USD,153000,United States of America,50,United States of America,M
496,496,2022,EN,FT,Data Engineer,51216.0,USD,58035,Pakistan,100,Germany,M
497,497,2022,SE,FT,Data Scientist,165000.0,USD,165000,United States of America,100,United States of America,M
498,498,2022,SE,FT,Research Scientist,82450.0,USD,93427,France,50,France,L
499,499,2022,EN,FT,Data Scientist,48545.0,USD,52396,Canada,100,Canada,L
500,500,2022,SE,FT,Machine Learning Engineer,55290.0,USD,62651,Netherlands,100,Netherlands,L
501,501,2022,MI,FT,Head of Data,29100.0,USD,32974,Estonia,100,Estonia,S
502,502,2022,EN,FT,Data Scientist,40000.0,USD,40000,Japan,100,Malaysia,L
503,503,2022,MI,FT,Machine Learning Engineer,76230.0,USD,87425,Australia,100,Australia,L
504,504,2022,SE,FT,Data Engineer,115000.0,USD,115000,United States of America,100,United States of America,M
505,505,2022,EN,FT,Data Scientist,75600.0,USD,86703,Australia,50,Australia,M
506,506,2022,MI,FT,Applied Machine Learning Scientist,75000.0,USD,75000,Bolivia (Plurinational State of),100,United States of America,L
507,507,2022,MI,FT,Research Scientist,57230.0,USD,64849,Austria,0,Austria,L
508,508,2022,EN,FT,Research Scientist,120000.0,USD,120000,United States of America,100,United States of America,L
509,509,2022,MI,FT,Applied Data Scientist,157000.0,USD,157000,United States of America,100,United States of America,L
510,510,2022,EN,FT,Computer Vision Software Engineer,150000.0,USD,150000,Australia,100,Australia,S
511,511,2022,MI,FT,Business Data Analyst,65700.0,USD,70912,Canada,50,Canada,L
512,512,2022,EN,FT,Data Engineer,65000.0,USD,65000,United States of America,100,United States of America,S
513,513,2022,SE,FT,Machine Learning Engineer,63050.0,USD,71444,Ireland,100,Ireland,S
514,514,2022,EN,FT,Data Analytics Engineer,20000.0,USD,20000,Pakistan,0,Pakistan,M
515,515,2022,MI,FT,Data Scientist,48000.0,USD,48000,Russian Federation,100,United States of America,S
516,516,2022,SE,FT,Data Science Manager,152500.0,USD,152500,United States of America,100,United States of America,M
517,517,2022,MI,FT,Data Engineer,60140.0,USD,68147,France,100,France,M
518,518,2022,MI,FT,Data Scientist,115000.0,USD,122346,Switzerland,0,Switzerland,L
519,519,2022,SE,FT,Applied Data Scientist,380000.0,USD,380000,United States of America,100,United States of America,L
520,520,2022,MI,FT,Data Scientist,64240.0,USD,69336,Canada,100,Canada,M
521,521,2022,EN,FT,Computer Vision Engineer,10000.0,USD,10000,Portugal,100,Luxembourg,M
522,522,2022,MI,FT,Data Analyst,20000.0,USD,20000,Greece,100,Greece,S
523,523,2022,SE,FT,Data Analytics Lead,405000.0,USD,405000,United States of America,100,United States of America,L
524,524,2022,MI,FT,Data Scientist,135000.0,USD,135000,United States of America,100,United States of America,L
525,525,2022,SE,FT,Applied Data Scientist,177000.0,USD,177000,United States of America,100,United States of America,L
526,526,2022,MI,FT,Data Scientist,78000.0,USD,78000,United States of America,100,United States of America,M
527,527,2022,SE,FT,Data Analyst,135000.0,USD,135000,United States of America,100,United States of America,M
528,528,2022,SE,FT,Data Analyst,100000.0,USD,100000,United States of America,100,United States of America,M
529,529,2022,SE,FT,Data Analyst,90320.0,USD,90320,United States of America,100,United States of America,M
530,530,2022,MI,FT,Data Analyst,85000.0,USD,85000,Canada,0,Canada,M
531,531,2022,MI,FT,Data Analyst,75000.0,USD,75000,Canada,0,Canada,M
532,532,2022,SE,FT,Machine Learning Engineer,214000.0,USD,214000,United States of America,100,United States of America,M
533,533,2022,SE,FT,Machine Learning Engineer,192600.0,USD,192600,United States of America,100,United States of America,M
534,534,2022,SE,FT,Data Architect,266400.0,USD,266400,United States of America,100,United States of America,M
535,535,2022,SE,FT,Data Architect,213120.0,USD,213120,United States of America,100,United States of America,M
536,536,2022,SE,FT,Data Analyst,112900.0,USD,112900,United States of America,100,United States of America,M
537,537,2022,SE,FT,Data Engineer,155000.0,USD,155000,United States of America,100,United States of America,M
538,538,2022,MI,FT,Data Scientist,141300.0,USD,141300,United States of America,0,United States of America,M
539,539,2022,MI,FT,Data Scientist,102100.0,USD,102100,United States of America,0,United States of America,M
540,540,2022,SE,FT,Data Analyst,115934.0,USD,115934,United States of America,100,United States of America,M
541,541,2022,SE,FT,Data Analyst,81666.0,USD,81666,United States of America,100,United States of America,M
542,542,2022,MI,FT,Data Engineer,206699.0,USD,206699,United States of America,0,United States of America,M
543,543,2022,MI,FT,Data Engineer,99100.0,USD,99100,United States of America,0,United States of America,M
544,544,2022,SE,FT,Data Engineer,130000.0,USD,130000,United States of America,100,United States of America,M
545,545,2022,SE,FT,Data Engineer,115000.0,USD,115000,United States of America,100,United States of America,M
546,546,2022,SE,FT,Data Engineer,110500.0,USD,110500,United States of America,100,United States of America,M
547,547,2022,SE,FT,Data Engineer,130000.0,USD,130000,United States of America,100,United States of America,M
548,548,2022,SE,FT,Data Analyst,99050.0,USD,99050,United States of America,100,United States of America,M
549,549,2022,SE,FT,Data Engineer,160000.0,USD,160000,United States of America,100,United States of America,M
550,550,2022,SE,FT,Data Scientist,205300.0,USD,205300,United States of America,0,United States of America,L
551,551,2022,SE,FT,Data Scientist,140400.0,USD,140400,United States of America,0,United States of America,L
552,552,2022,SE,FT,Data Scientist,176000.0,USD,176000,United States of America,100,United States of America,M
553,553,2022,SE,FT,Data Scientist,144000.0,USD,144000,United States of America,100,United States of America,M
554,554,2022,SE,FT,Data Engineer,200100.0,USD,200100,United States of America,100,United States of America,M
555,555,2022,SE,FT,Data Engineer,160000.0,USD,160000,United States of America,100,United States of America,M
556,556,2022,SE,FT,Data Engineer,145000.0,USD,145000,United States of America,100,United States of America,M
557,557,2022,SE,FT,Data Engineer,70500.0,USD,70500,United States of America,0,United States of America,M
558,558,2022,SE,FT,Data Scientist,205300.0,USD,205300,United States of America,0,United States of America,M
559,559,2022,SE,FT,Data Scientist,140400.0,USD,140400,United States of America,0,United States of America,M
560,560,2022,SE,FT,Analytics Engineer,205300.0,USD,205300,United States of America,0,United States of America,M
561,561,2022,SE,FT,Analytics Engineer,184700.0,USD,184700,United States of America,0,United States of America,M
562,562,2022,SE,FT,Data Engineer,175100.0,USD,175100,United States of America,100,United States of America,M
563,563,2022,SE,FT,Data Engineer,140250.0,USD,140250,United States of America,100,United States of America,M
564,564,2022,SE,FT,Data Analyst,116150.0,USD,116150,United States of America,100,United States of America,M
565,565,2022,SE,FT,Data Engineer,54000.0,USD,54000,United States of America,0,United States of America,M
566,566,2022,SE,FT,Data Analyst,170000.0,USD,170000,United States of America,100,United States of America,M
567,567,2022,MI,FT,Data Analyst,55500.00000000001,USD,65438,United Kingdom of Great Britain and Northern Ireland,0,United Kingdom of Great Britain and Northern Ireland,M
568,568,2022,SE,FT,Data Analyst,80000.0,USD,80000,United States of America,100,United States of America,M
569,569,2022,SE,FT,Data Scientist,140000.0,USD,140000,United States of America,100,United States of America,M
570,570,2022,SE,FT,Data Scientist,210000.0,USD,210000,United States of America,100,United States of America,M
571,571,2022,SE,FT,Data Scientist,140000.0,USD,140000,United States of America,100,United States of America,M
572,572,2022,SE,FT,Data Analyst,100000.0,USD,100000,United States of America,100,United States of America,M
573,573,2022,SE,FT,Data Analyst,69000.0,USD,69000,United States of America,100,United States of America,M
574,574,2022,SE,FT,Data Scientist,210000.0,USD,210000,United States of America,100,United States of America,M
575,575,2022,SE,FT,Data Scientist,140000.0,USD,140000,United States of America,100,United States of America,M
576,576,2022,SE,FT,Data Scientist,210000.0,USD,210000,United States of America,100,United States of America,M
577,577,2022,SE,FT,Data Analyst,150075.0,USD,150075,United States of America,100,United States of America,M
